200,0,0,0,0,0,2.2,0.32,0,0,0,0,0.14,0,0,0,15.50,0.679,0.320
148.5,0,0,0,0,0,1.6,0.24,0,0,0,0,0.104,0,0,0,19.80,0.672,0.327
107,0,0,0,0,0,0,1.08,0,0,0,0,0.07,0,0,0,21.60,0.665,0.334
314,0,0,0,0,0,2.63,4.02,0,0,0,0,0.17,0,0,0,3.80,0.689,0.310
173,0,0,0,0,0,1.77,2.71,0,0,0,0,0.12,0,0,0,8.20,0.678,0.321
333,0,0,0,0,0,0.49,0.75,0,0,0,0,0.032,0,0,0,14.50,0.688,0.310
180,0,0,0,0,0,0.53,0.81,0,0,0,0,0.035,0,0,0,18.4,0.676,0.323
0,0,0,0,0,0,0,1.1,0.8,0,0,0,0,0,0,0,54.7,0.454,0.411
0,0,0,0,0,0,0,1.86,1.28,0,0,0,0,0,0,0,38.2,0.459,0.412
0,0,0,0,0,0,0,3.15,1.9,0,0,0,0,0,0,0,21.8,0.469,0.415
0,0,0,0,0,0,0,0.78,0.49,0,0,0,0,0,0,0,65.3,0.453,0.410
0,0,0,0,0,0,0,0.32,0.2,0,0,0,0,0,0,0,80.8,0.450,0.408
0,0,4.612,0,0,0.42,0,1,0,0,0,0.073,0,0,4.14,0,24.3,0.447,0.411
0,0,0,0,0,0,0,0.0016,0.26,0,0,0,0.01,0,0,0,86.1,0.447,0.407
0,0,0,0,0,0,0,0.068,1.14,0,0,0,0.048,0,0,0,62.0,0.448,0.408
0,0,0,0,0,0,0,0.46,0.03,0,0,0,0.02,0,0,0,78.2,0.453,0.409
0,0,0,0,0,0,0,0.12,0.06,0,0,0,0.006,0,0,0,87.6,0.449,0.408
0,0,0,0,0,0,0,0.08,1.15,0,0,0,0.072,0,0,0.16,56.5,0.446,0.409
0,0,0,0,0,0,0,2,3.2,0,0,0,0.33,0,0,0,26.6,0.449,0.405
0,0,0,0,0,0,1.3,0,2.6,0,0,0,0.14,0,0,0,38.8,0.444,0.407
0,0,0,0,0,0,0,1.04,1.68,0,0,0,0.132,0,0,0,48.7,0.448,0.407
0,0,0,0,0,0,0,0.52,0.75,0,0,0,0.048,0,0,0,68.6,0.449,0.408
0,0,0,0,0,0,0,0.3,0.6,0,0,0,0.06,0,0,0.02,75.3,0.447,0.407
0,0,0,0,0,0,0,0.29,0.49,0,0,0,0.036,0,0,0,76.9,0.448,0.408
0,0,0,0,0,0,0,1.19,0.78,0,0,0,0.05,0,0,0,53.0,0.456,0.410
0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.18,0,0,82.4,0.448,0.407
1.8,0,0,0,0,0,0,0,0,2.7,0.44,0,0,0,0,0,51.3,0.471,0.405
3.8,0,0,0,0,0,0,0,0,5.6,0.96,0,0,0,0,0,28.3,0.495,0.401
3.2,0,0,0,0,0,0,0,0,4.3,0.6,0,0,0,0,0,36.6,0.487,0.402
1.3,0,0,0,0,0,0,0,0,1.8,0.3,0,0,0,0,0,60.9,0.465,0.406
0.468,0,0,0,0,0,0,0,0,0.67,0.1,0,0,0,0,0,80.7,0.453,0.407
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0.659,0.339
